session_id,player_id,session_date,hour_of_day,is_evening,game_type,duration_mins,bets_placed,avg_stake,near_miss_count,returned_next_day,rg_flag,device
S0011377,P01546,2024-09-28,21,True,live_casino,11,36,2.91,0,True,False,desktop
S0011378,P01546,2024-09-16,19,True,slots,16,33,7.36,0,False,False,desktop
S0011379,P01546,2024-10-28,21,True,slots,15,45,4.51,0,True,False,desktop
S0011380,P01546,2024-09-15,20,True,slots,13,49,10.7,1,True,False,desktop
S0011381,P01546,2024-09-30,15,False,live_casino,16,33,10.7,0,False,False,desktop
S0011382,P01546,2024-09-02,22,True,slots,96,375,2.17,1,True,False,desktop
S0011383,P01546,2024-09-03,0,False,sports_betting,8,24,9.62,1,True,False,desktop
S0011384,P01546,2024-09-25,0,False,table_games,38,83,1.49,0,False,False,desktop
S0011385,P01546,2024-08-22,15,False,slots,3,6,6.33,1,True,False,desktop
S0011386,P01546,2024-10-14,18,True,slots,9,14,1.92,0,True,False,desktop
S0011387,P01546,2024-08-28,20,True,slots,62,205,2.42,1,False,False,desktop
S0011388,P01546,2024-11-05,14,False,live_casino,44,172,7.22,0,True,False,desktop
S0011389,P01546,2024-10-27,22,True,live_casino,11,32,9.11,0,False,False,desktop
S0011390,P01546,2024-11-07,17,False,live_casino,14,33,4.47,0,False,False,desktop
S0011391,P01546,2024-10-06,18,True,live_casino,29,80,11.24,0,False,False,desktop
S0011392,P01546,2024-08-30,20,True,sports_betting,19,56,17.79,1,True,False,desktop
S0011393,P01546,2024-09-25,17,False,slots,19,75,15.05,0,False,False,desktop
S0011394,P01547,2024-01-28,13,False,slots,23,81,11.73,0,False,False,desktop
S0011395,P01548,2024-08-10,22,True,slots,30,60,3.08,0,True,False,mobile
S0011396,P01548,2024-08-21,11,False,live_casino,140,353,26.91,0,True,False,mobile
S0011397,P01548,2024-08-07,10,False,slots,37,77,9.26,0,True,False,mobile
S0011398,P01548,2024-08-17,11,False,table_games,34,60,2.41,0,True,False,mobile
S0011399,P01548,2024-08-02,11,False,sports_betting,20,63,4.09,1,False,False,mobile
S0011400,P01549,2024-02-09,9,False,sports_betting,7,18,7.98,1,True,False,desktop
S0011401,P01549,2024-02-19,19,True,slots,14,51,2.15,0,False,False,desktop
S0011402,P01549,2024-02-07,5,False,slots,11,31,5.57,0,False,False,desktop
S0011403,P01549,2024-02-12,13,False,slots,11,19,21.36,0,True,False,desktop
S0011404,P01549,2024-02-19,23,True,live_casino,106,399,30.42,1,True,False,desktop
S0011405,P01549,2024-02-16,19,True,sports_betting,10,18,16.09,0,True,False,desktop
S0011406,P01549,2024-02-11,21,True,table_games,22,66,3.98,0,True,False,desktop
S0011407,P01549,2024-02-27,16,False,slots,16,31,9.09,1,True,False,desktop
S0011408,P01550,2024-09-10,16,False,slots,5,16,7.5,0,True,False,mobile
S0011409,P01550,2024-09-21,18,True,live_casino,12,19,5.19,1,True,False,mobile
S0011410,P01550,2024-09-10,19,True,slots,12,26,7.41,0,True,False,mobile
S0011411,P01550,2024-09-16,21,True,live_casino,64,215,1.73,0,True,False,mobile
S0011412,P01550,2024-09-10,20,True,live_casino,7,27,9.56,0,False,False,mobile
S0011413,P01551,2024-07-26,19,True,live_casino,51,201,2.33,0,False,False,mobile
S0011414,P01555,2024-06-03,14,False,slots,11,38,1.19,0,False,False,desktop
S0011415,P01556,2024-10-10,21,True,live_casino,21,67,5.86,0,True,False,desktop
S0011416,P01556,2024-11-01,18,True,sports_betting,81,152,5.03,0,True,False,desktop
S0011417,P01556,2024-09-16,17,False,slots,4,10,4.23,0,False,False,desktop
S0011418,P01556,2024-09-13,8,False,slots,47,109,5.36,1,True,False,desktop
S0011419,P01556,2024-11-09,12,False,slots,30,72,29.16,0,False,False,desktop
S0011420,P01556,2024-11-22,20,True,live_casino,8,19,10.06,0,True,False,desktop
S0011421,P01556,2024-12-01,4,False,live_casino,49,183,17.48,0,True,False,desktop
S0011422,P01556,2024-09-26,14,False,live_casino,50,120,7.54,0,False,False,desktop
S0011423,P01556,2024-11-15,11,False,live_casino,43,71,0.85,0,True,False,desktop
S0011424,P01556,2024-11-20,16,False,live_casino,32,117,4.11,0,False,False,desktop
S0011425,P01556,2024-11-09,8,False,live_casino,50,187,27.59,1,False,True,desktop
S0011426,P01556,2024-10-02,17,False,live_casino,16,37,2.5,0,False,False,desktop
S0011427,P01556,2024-11-02,19,True,slots,5,9,6.14,0,True,False,desktop
S0011428,P01556,2024-11-01,6,False,slots,16,63,19.31,0,False,False,desktop
S0011429,P01556,2024-09-15,21,True,live_casino,47,144,8.57,0,False,False,desktop
S0011430,P01556,2024-10-06,21,True,sports_betting,8,28,6.37,0,True,False,desktop
S0011431,P01556,2024-09-20,12,False,table_games,15,44,4.52,0,False,False,desktop
S0011432,P01556,2024-11-19,14,False,slots,11,39,13.49,1,False,False,desktop
S0011433,P01556,2024-09-29,12,False,sports_betting,10,16,1.33,0,True,False,desktop
S0011434,P01556,2024-09-14,20,True,live_casino,42,109,6.74,2,True,False,desktop
S0011435,P01556,2024-10-07,14,False,live_casino,21,48,5.14,0,False,False,desktop
S0011436,P01556,2024-10-04,9,False,live_casino,75,196,11.63,1,True,False,desktop
S0011437,P01556,2024-11-06,7,False,slots,15,50,4.99,0,True,False,desktop
S0011438,P01556,2024-10-14,17,False,sports_betting,78,204,52.29,0,False,False,desktop
S0011439,P01556,2024-11-22,16,False,slots,28,98,6.67,0,True,False,desktop
S0011440,P01556,2024-11-27,17,False,slots,80,287,6.93,0,True,False,desktop
S0011441,P01556,2024-09-28,9,False,live_casino,44,93,18.99,0,True,False,desktop
S0011442,P01556,2024-09-15,14,False,slots,21,76,15.08,0,True,False,desktop
S0011443,P01556,2024-10-29,18,True,sports_betting,40,95,4.16,0,True,False,desktop
S0011444,P01557,2024-04-14,22,True,sports_betting,40,67,0.97,0,True,False,desktop
S0011445,P01557,2024-05-01,12,False,slots,23,74,1.21,0,False,False,desktop
S0011446,P01557,2024-05-15,13,False,slots,8,21,1.45,0,False,False,desktop
S0011447,P01557,2024-06-13,14,False,slots,20,79,11.9,0,False,False,desktop
S0011448,P01557,2024-06-05,12,False,live_casino,6,21,1.75,0,False,False,desktop
S0011449,P01557,2024-06-16,18,True,sports_betting,15,52,2.07,0,False,False,desktop
S0011450,P01557,2024-04-30,13,False,live_casino,47,87,1.59,0,True,False,desktop
S0011451,P01557,2024-04-30,1,False,slots,24,92,2.45,0,False,False,desktop
S0011452,P01557,2024-06-16,9,False,live_casino,23,63,1.85,0,True,False,desktop
S0011453,P01557,2024-05-21,22,True,slots,16,30,12.94,0,False,False,desktop
S0011454,P01557,2024-04-28,15,False,slots,10,36,10.3,0,False,False,desktop
S0011455,P01557,2024-05-05,20,True,slots,22,47,1.89,0,True,False,desktop
S0011456,P01557,2024-06-06,21,True,live_casino,32,48,11.0,1,False,False,desktop
S0011457,P01557,2024-05-01,19,True,slots,21,61,12.37,0,False,False,desktop
S0011458,P01557,2024-05-20,11,False,slots,33,64,4.11,1,True,False,desktop
S0011459,P01557,2024-04-23,15,False,live_casino,13,37,14.75,0,True,False,desktop
S0011460,P01557,2024-05-10,13,False,sports_betting,21,67,6.42,0,False,False,desktop
S0011461,P01557,2024-05-16,20,True,slots,14,24,4.84,1,True,False,desktop
S0011462,P01557,2024-05-26,7,False,live_casino,13,28,5.23,0,True,False,desktop
S0011463,P01557,2024-04-19,13,False,live_casino,3,11,6.3,0,False,False,desktop
S0011464,P01557,2024-05-30,12,False,live_casino,12,18,4.04,1,False,False,desktop
S0011465,P01557,2024-05-25,19,True,sports_betting,14,30,6.29,2,True,False,desktop
S0011466,P01557,2024-06-06,13,False,table_games,16,24,2.66,0,False,False,desktop
S0011467,P01557,2024-04-16,12,False,live_casino,24,75,21.57,0,False,False,desktop
S0011468,P01557,2024-05-01,19,True,live_casino,27,56,9.94,0,False,False,desktop
S0011469,P01557,2024-05-13,21,True,sports_betting,4,8,4.87,0,False,False,desktop
S0011470,P01557,2024-05-06,9,False,table_games,7,15,16.41,0,True,False,desktop
S0011471,P01557,2024-06-14,21,True,live_casino,39,131,3.37,0,True,False,desktop
S0011472,P01557,2024-05-23,18,True,live_casino,27,78,6.62,0,True,False,desktop
S0011473,P01557,2024-05-25,21,True,live_casino,16,37,1.43,0,False,False,desktop
S0011474,P01557,2024-05-14,10,False,slots,13,44,3.16,0,False,False,desktop
S0011475,P01557,2024-05-22,18,True,table_games,87,250,19.71,0,True,False,desktop
S0011476,P01559,2024-03-20,11,False,slots,44,138,8.56,1,False,False,mobile
S0011477,P01559,2024-01-15,17,False,live_casino,8,27,1.43,1,True,False,mobile
S0011478,P01559,2024-04-14,7,False,slots,12,23,7.56,0,False,False,mobile
S0011479,P01559,2024-03-10,15,False,slots,13,37,8.5,0,False,False,mobile
S0011480,P01559,2024-03-29,10,False,slots,14,45,1.44,0,False,False,mobile
S0011481,P01559,2024-04-13,10,False,slots,21,74,9.15,0,True,False,mobile
S0011482,P01559,2024-03-07,21,True,live_casino,75,136,1.5,0,False,False,mobile
S0011483,P01559,2024-01-23,16,False,live_casino,25,98,17.75,0,False,False,mobile
S0011484,P01559,2024-01-20,22,True,sports_betting,13,28,1.77,0,False,False,mobile
S0011485,P01559,2024-04-18,19,True,live_casino,3,11,15.49,0,True,False,mobile
S0011486,P01559,2024-03-26,8,False,live_casino,4,14,5.68,0,False,False,mobile
S0011487,P01559,2024-01-11,9,False,live_casino,5,9,6.9,0,True,False,mobile
S0011488,P01559,2024-02-06,20,True,live_casino,13,33,8.82,0,True,False,mobile
S0011489,P01559,2024-04-23,18,True,table_games,35,58,4.12,1,False,False,mobile
S0011490,P01559,2024-04-06,18,True,slots,34,87,7.05,0,True,False,mobile
S0011491,P01559,2024-03-04,23,True,slots,30,88,6.22,1,True,False,mobile
S0011492,P01559,2024-01-25,19,True,sports_betting,21,59,11.69,1,True,False,mobile
S0011493,P01559,2024-02-19,12,False,live_casino,48,123,3.02,0,False,False,mobile
S0011494,P01559,2024-01-22,21,True,sports_betting,56,122,3.66,2,False,False,mobile
S0011495,P01559,2024-04-06,21,True,sports_betting,74,129,26.62,0,True,False,mobile
S0011496,P01559,2024-02-06,16,False,live_casino,23,38,1.78,0,True,False,mobile
S0011497,P01559,2024-01-11,10,False,sports_betting,40,98,7.44,0,False,False,mobile
S0011498,P01559,2024-03-06,18,True,slots,11,19,0.78,0,True,False,mobile
S0011499,P01559,2024-02-02,17,False,live_casino,7,18,8.62,1,False,False,mobile
S0011500,P01559,2024-02-29,20,True,live_casino,25,63,11.06,1,True,False,mobile
S0011501,P01559,2024-03-23,12,False,sports_betting,47,103,3.46,1,True,False,mobile
S0011502,P01559,2024-02-29,10,False,live_casino,16,37,5.77,0,False,False,mobile
S0011503,P01559,2024-01-27,16,False,slots,37,85,1.73,0,False,False,mobile
S0011504,P01559,2024-03-02,17,False,slots,11,25,7.58,0,False,False,mobile
S0011505,P01559,2024-02-09,12,False,live_casino,12,40,8.81,0,True,False,mobile
S0011506,P01559,2024-02-28,10,False,live_casino,61,175,5.53,1,True,False,mobile
S0011507,P01559,2024-01-17,18,True,live_casino,53,138,4.95,0,False,False,mobile
S0011508,P01559,2024-01-30,21,True,live_casino,254,831,16.19,0,True,False,mobile
S0011509,P01559,2024-01-11,18,True,slots,2,5,5.18,1,True,False,mobile
S0011510,P01559,2024-01-21,10,False,live_casino,58,198,2.66,0,False,False,mobile
S0011511,P01559,2024-01-26,19,True,slots,9,26,1.62,0,False,False,mobile
S0011512,P01559,2024-03-25,18,True,slots,20,58,1.98,0,True,False,mobile
S0011513,P01559,2024-03-10,21,True,live_casino,14,38,6.95,1,False,False,mobile
S0011514,P01559,2024-02-12,18,True,slots,15,56,14.43,0,True,False,mobile
S0011515,P01559,2024-04-17,19,True,live_casino,43,65,1.87,1,True,False,mobile
S0011516,P01559,2024-04-05,22,True,slots,4,7,5.64,1,False,False,mobile
S0011517,P01564,2024-02-07,14,False,slots,160,566,2.39,0,True,False,mobile
S0011518,P01564,2024-01-29,20,True,sports_betting,66,251,2.55,0,False,False,mobile
S0011519,P01564,2024-02-18,13,False,table_games,9,35,6.64,1,True,False,mobile
S0011520,P01564,2024-02-22,20,True,sports_betting,47,106,5.84,0,False,False,mobile
S0011521,P01564,2024-02-22,10,False,slots,11,35,2.09,0,True,False,mobile
S0011522,P01564,2024-02-20,19,True,slots,28,46,3.45,2,True,False,mobile
S0011523,P01564,2024-02-21,20,True,table_games,18,35,1.37,0,True,False,mobile
S0011524,P01564,2024-02-07,11,False,sports_betting,15,32,4.15,0,True,False,mobile
S0011525,P01564,2024-02-09,18,True,slots,47,123,8.15,1,False,False,mobile
S0011526,P01564,2024-02-07,16,False,slots,17,38,9.25,1,False,False,mobile
S0011527,P01564,2024-01-29,21,True,slots,24,82,5.16,1,True,False,mobile
S0011528,P01568,2024-03-02,14,False,sports_betting,7,16,15.74,0,True,False,tablet
S0011529,P01568,2024-02-27,22,True,sports_betting,45,104,2.39,0,True,False,tablet
S0011530,P01568,2024-02-28,8,False,sports_betting,41,84,8.45,0,False,False,tablet
S0011531,P01568,2024-02-25,20,True,sports_betting,29,55,2.32,0,True,False,tablet
S0011532,P01569,2024-08-16,19,True,slots,26,99,2.25,1,False,False,mobile
S0011533,P01569,2024-08-27,10,False,slots,8,21,1.45,0,False,False,mobile
S0011534,P01569,2024-08-23,15,False,slots,4,15,2.13,1,False,False,mobile
S0011535,P01569,2024-08-14,21,True,live_casino,19,65,3.25,0,True,False,mobile
S0011536,P01569,2024-08-24,19,True,table_games,32,110,2.78,1,True,False,mobile
S0011537,P01569,2024-08-24,14,False,slots,31,66,17.2,0,True,False,mobile
S0011538,P01569,2024-08-20,12,False,sports_betting,24,39,7.18,0,False,False,mobile
S0011539,P01569,2024-08-17,11,False,live_casino,24,90,8.59,0,True,False,mobile
S0011540,P01572,2024-11-13,11,False,table_games,20,39,6.49,2,True,False,desktop
S0011541,P01572,2024-11-08,8,False,live_casino,26,39,8.28,0,True,False,desktop
S0011542,P01572,2024-11-08,7,False,slots,35,80,7.86,1,False,False,desktop
S0011543,P01572,2024-11-10,18,True,live_casino,16,25,3.32,0,True,False,desktop
S0011544,P01572,2024-11-14,11,False,live_casino,14,22,7.75,1,True,False,desktop
S0011545,P01572,2024-11-03,9,False,slots,21,37,2.46,1,True,False,desktop
S0011546,P01572,2024-11-14,7,False,slots,37,95,5.3,0,False,False,desktop
S0011547,P01572,2024-11-18,16,False,live_casino,47,84,1.42,0,False,False,desktop
S0011548,P01572,2024-11-14,9,False,slots,56,127,11.53,3,False,False,desktop
S0011549,P01572,2024-11-10,12,False,slots,26,83,13.48,1,True,False,desktop
S0011550,P01572,2024-11-02,23,True,slots,85,158,8.88,0,True,False,desktop
S0011551,P01572,2024-11-13,12,False,slots,34,111,25.32,0,False,False,desktop
S0011552,P01572,2024-11-15,22,True,live_casino,5,8,12.57,1,False,False,desktop
S0011553,P01572,2024-11-15,20,True,sports_betting,12,35,12.78,1,False,False,desktop
S0011554,P01572,2024-11-02,17,False,table_games,33,131,32.65,0,False,False,desktop
S0011555,P01573,2024-09-18,16,False,slots,10,21,5.06,1,False,False,mobile
S0011556,P01573,2024-08-18,19,True,sports_betting,35,54,3.41,1,True,False,mobile
S0011557,P01573,2024-08-09,17,False,sports_betting,11,19,1.76,0,True,False,mobile
S0011558,P01573,2024-08-10,20,True,slots,28,88,0.88,0,True,False,mobile
S0011559,P01573,2024-08-19,17,False,live_casino,17,44,7.12,0,True,False,mobile
S0011560,P01573,2024-08-19,20,True,slots,23,72,3.08,1,True,False,mobile
S0011561,P01573,2024-08-21,15,False,slots,13,37,6.3,0,False,False,mobile
S0011562,P01573,2024-09-04,22,True,slots,22,44,1.96,0,True,False,mobile
S0011563,P01573,2024-08-26,17,False,live_casino,12,35,5.21,1,False,False,mobile
S0011564,P01573,2024-08-29,16,False,slots,47,80,0.74,0,False,False,mobile
S0011565,P01573,2024-08-07,8,False,slots,55,195,4.02,0,False,False,mobile
S0011566,P01573,2024-08-16,16,False,slots,25,59,5.08,0,False,False,mobile
S0011567,P01573,2024-09-19,12,False,slots,21,81,4.77,1,False,False,mobile
S0011568,P01573,2024-09-17,20,True,sports_betting,8,18,3.79,0,True,False,mobile
S0011569,P01573,2024-09-08,20,True,slots,12,22,13.44,1,False,False,mobile
S0011570,P01573,2024-08-03,20,True,live_casino,15,24,2.91,1,False,False,mobile
S0011571,P01573,2024-08-28,11,False,live_casino,22,67,10.07,1,False,False,mobile
S0011572,P01573,2024-08-22,18,True,slots,19,37,2.33,0,False,False,mobile
S0011573,P01573,2024-08-23,2,False,slots,7,17,7.52,0,False,False,mobile
S0011574,P01573,2024-09-06,5,False,sports_betting,7,23,6.86,0,True,False,mobile
S0011575,P01573,2024-09-19,10,False,live_casino,41,122,5.18,0,False,False,mobile
S0011576,P01573,2024-08-15,15,False,live_casino,5,12,13.88,0,True,False,mobile
S0011577,P01573,2024-08-10,15,False,slots,4,14,39.39,0,False,False,mobile
S0011578,P01573,2024-08-08,0,False,sports_betting,26,50,4.79,0,False,False,mobile
S0011579,P01573,2024-08-28,17,False,slots,59,122,14.22,0,False,False,mobile
S0011580,P01573,2024-08-08,13,False,live_casino,5,12,7.59,0,False,False,mobile
S0011581,P01573,2024-08-27,19,True,slots,27,70,2.19,0,True,False,mobile
S0011582,P01573,2024-09-13,6,False,sports_betting,7,11,1.23,1,False,False,mobile
S0011583,P01573,2024-08-10,23,True,table_games,21,52,5.81,0,True,False,mobile
S0011584,P01573,2024-08-11,20,True,sports_betting,2,7,1.94,0,True,False,mobile
S0011585,P01573,2024-09-06,20,True,live_casino,11,20,7.1,0,True,False,mobile
S0011586,P01573,2024-08-08,16,False,slots,5,12,2.11,2,False,False,mobile
S0011587,P01580,2024-09-06,8,False,slots,46,160,4.47,0,False,False,desktop
S0011588,P01582,2024-02-12,19,True,sports_betting,15,44,5.69,0,True,False,desktop
S0011589,P01582,2024-01-28,16,False,slots,6,11,11.52,1,True,False,desktop
S0011590,P01582,2024-01-30,16,False,slots,6,14,13.14,0,False,False,desktop
S0011591,P01582,2024-02-07,11,False,slots,16,28,1.22,1,False,False,desktop
S0011592,P01582,2024-02-03,15,False,live_casino,24,82,6.34,2,False,False,desktop
S0011593,P01582,2024-02-05,16,False,slots,3,7,41.5,0,True,False,desktop
S0011594,P01582,2024-01-23,20,True,live_casino,58,141,20.07,0,True,False,desktop
S0011595,P01582,2024-01-25,9,False,live_casino,13,19,5.54,0,False,False,desktop
S0011596,P01583,2024-06-23,6,False,slots,7,25,48.0,0,False,False,mobile
S0011597,P01583,2024-06-13,16,False,sports_betting,41,131,4.25,0,True,False,mobile
S0011598,P01583,2024-06-07,5,False,table_games,9,30,5.21,1,False,False,mobile
S0011599,P01583,2024-06-26,21,True,live_casino,68,152,1.23,0,True,False,mobile
S0011600,P01583,2024-06-17,16,False,sports_betting,16,47,4.71,0,False,False,mobile
S0011601,P01587,2024-05-06,20,True,sports_betting,11,21,2.39,0,False,False,mobile
S0011602,P01587,2024-04-26,18,True,slots,13,26,2.53,0,True,False,mobile
S0011603,P01587,2024-05-22,4,False,sports_betting,135,398,2.78,0,True,False,mobile
S0011604,P01587,2024-07-23,16,False,slots,66,159,2.87,0,False,False,mobile
S0011605,P01587,2024-05-25,16,False,slots,31,58,6.28,1,False,False,mobile
S0011606,P01587,2024-07-16,3,False,live_casino,31,67,3.72,0,False,False,mobile
S0011607,P01587,2024-04-25,15,False,live_casino,10,30,3.92,0,False,False,mobile
S0011608,P01587,2024-05-19,6,False,live_casino,50,88,0.39,0,False,False,mobile
S0011609,P01587,2024-06-16,19,True,slots,8,18,8.96,0,True,False,mobile
S0011610,P01587,2024-05-24,19,True,slots,32,107,4.27,0,False,False,mobile
S0011611,P01587,2024-06-11,12,False,sports_betting,4,9,11.34,0,True,False,mobile
S0011612,P01587,2024-07-22,22,True,live_casino,9,35,24.78,0,True,False,mobile
S0011613,P01587,2024-05-03,1,False,sports_betting,7,10,6.29,2,True,False,mobile
S0011614,P01587,2024-04-24,18,True,slots,12,37,5.0,0,False,False,mobile
S0011615,P01587,2024-05-24,23,True,slots,12,41,1.63,1,True,False,mobile
S0011616,P01587,2024-04-26,11,False,slots,17,32,3.6,2,False,False,mobile
S0011617,P01587,2024-06-10,20,True,slots,32,80,5.99,0,False,False,mobile
S0011618,P01587,2024-05-20,12,False,slots,10,17,7.18,1,True,False,mobile
S0011619,P01587,2024-05-15,23,True,slots,6,19,2.22,2,True,False,mobile
S0011620,P01587,2024-07-02,20,True,slots,57,130,2.94,1,False,False,mobile
S0011621,P01587,2024-04-29,15,False,slots,42,76,3.21,2,False,False,mobile
S0011622,P01587,2024-05-30,14,False,sports_betting,33,105,11.02,0,False,False,mobile
S0011623,P01587,2024-05-17,13,False,live_casino,3,8,8.59,0,True,False,mobile
S0011624,P01587,2024-07-14,18,True,sports_betting,12,33,16.8,0,True,False,mobile
S0011625,P01587,2024-05-27,21,True,slots,7,22,5.06,0,True,False,mobile
S0011626,P01587,2024-07-22,13,False,live_casino,29,62,3.55,0,False,False,mobile
S0011627,P01587,2024-06-10,21,True,slots,9,33,4.6,0,True,False,mobile
S0011628,P01587,2024-05-11,10,False,live_casino,57,192,7.12,2,False,False,mobile
S0011629,P01587,2024-05-16,7,False,slots,8,19,0.78,1,True,False,mobile
S0011630,P01587,2024-06-11,19,True,slots,7,11,3.8,0,False,False,mobile
S0011631,P01587,2024-05-21,9,False,slots,11,39,5.43,1,False,False,mobile
S0011632,P01587,2024-05-27,19,True,live_casino,10,16,8.11,2,True,False,mobile
S0011633,P01587,2024-04-21,13,False,slots,17,53,1.66,2,False,False,mobile
S0011634,P01587,2024-07-08,1,False,slots,3,9,6.7,1,False,False,mobile
S0011635,P01587,2024-04-30,17,False,live_casino,20,33,7.41,0,True,False,mobile
S0011636,P01587,2024-05-14,19,True,live_casino,30,78,7.44,0,True,False,mobile
S0011637,P01587,2024-07-09,23,True,slots,21,62,2.67,0,True,False,mobile
S0011638,P01587,2024-05-15,22,True,slots,32,64,3.09,1,False,False,mobile
S0011639,P01587,2024-05-24,21,True,slots,15,54,1.98,0,False,False,mobile
S0011640,P01587,2024-07-21,19,True,slots,80,132,4.83,0,False,False,mobile
S0011641,P01587,2024-05-17,20,True,slots,51,142,21.0,0,False,False,mobile
S0011642,P01587,2024-07-22,14,False,live_casino,23,69,7.8,0,False,False,mobile
S0011643,P01587,2024-06-19,10,False,sports_betting,7,27,20.99,1,False,False,mobile
S0011644,P01587,2024-07-13,18,True,slots,27,70,5.22,1,True,False,mobile
S0011645,P01587,2024-06-17,22,True,slots,11,34,7.55,0,True,False,mobile
S0011646,P01588,2024-09-30,15,False,live_casino,73,247,5.51,0,False,False,mobile
S0011647,P01588,2024-10-05,18,True,sports_betting,4,6,13.95,0,True,False,mobile
S0011648,P01588,2024-10-05,11,False,slots,22,81,3.99,0,True,False,mobile
S0011649,P01588,2024-09-15,20,True,slots,14,30,7.3,0,False,False,mobile
S0011650,P01588,2024-10-06,9,False,slots,12,46,7.82,1,False,False,mobile
S0011651,P01588,2024-09-12,13,False,live_casino,34,103,25.05,1,True,False,mobile
S0011652,P01588,2024-10-04,21,True,sports_betting,26,70,11.5,0,False,False,mobile
S0011653,P01588,2024-10-02,19,True,sports_betting,22,79,6.31,0,False,False,mobile
S0011654,P01588,2024-09-20,21,True,slots,59,127,5.67,0,False,False,mobile
S0011655,P01588,2024-09-27,9,False,slots,25,79,10.83,0,True,False,mobile
S0011656,P01588,2024-09-27,9,False,sports_betting,2,6,18.96,0,True,False,mobile
S0011657,P01588,2024-09-20,17,False,slots,13,29,11.05,0,False,False,mobile
S0011658,P01588,2024-09-23,10,False,sports_betting,77,116,9.31,0,False,False,mobile
S0011659,P01588,2024-10-08,5,False,sports_betting,50,137,18.29,0,False,False,mobile
S0011660,P01589,2024-08-13,16,False,slots,52,193,6.39,1,False,False,desktop
S0011661,P01589,2024-07-22,18,True,sports_betting,16,43,4.58,0,False,False,desktop
S0011662,P01589,2024-07-28,10,False,live_casino,9,20,13.91,0,True,False,desktop
S0011663,P01589,2024-08-21,12,False,slots,11,29,0.49,1,True,False,desktop
S0011664,P01589,2024-09-03,12,False,live_casino,9,27,6.13,0,True,False,desktop
S0011665,P01589,2024-07-13,5,False,live_casino,18,54,3.5,3,False,False,desktop
S0011666,P01589,2024-06-06,15,False,slots,6,15,5.85,1,False,False,desktop
S0011667,P01589,2024-08-25,9,False,live_casino,5,16,14.57,0,False,False,desktop
S0011668,P01589,2024-07-07,14,False,live_casino,26,75,16.63,0,True,False,desktop
S0011669,P01589,2024-05-28,18,True,slots,40,134,7.75,0,False,False,desktop
S0011670,P01589,2024-06-24,15,False,live_casino,23,63,9.68,0,False,False,desktop
S0011671,P01589,2024-06-07,18,True,live_casino,17,59,9.39,0,False,False,desktop
S0011672,P01589,2024-06-11,10,False,slots,18,39,14.09,0,False,False,desktop
S0011673,P01589,2024-08-15,19,True,slots,17,51,5.48,2,True,False,desktop
S0011674,P01589,2024-08-09,18,True,table_games,258,855,20.48,1,False,False,desktop
S0011675,P01589,2024-07-01,11,False,sports_betting,35,88,1.93,0,False,False,desktop
S0011676,P01589,2024-08-30,9,False,live_casino,30,62,1.73,0,False,False,desktop
S0011677,P01589,2024-06-18,19,True,live_casino,21,41,16.03,1,True,False,desktop
S0011678,P01589,2024-07-08,14,False,sports_betting,33,63,1.92,0,False,False,desktop
S0011679,P01589,2024-08-20,23,True,slots,17,48,6.25,0,False,False,desktop
S0011680,P01589,2024-06-01,19,True,slots,7,12,3.0,0,False,False,desktop
S0011681,P01589,2024-07-28,14,False,live_casino,11,27,7.42,0,False,False,desktop
S0011682,P01589,2024-06-16,12,False,slots,68,229,11.81,0,False,False,desktop
S0011683,P01589,2024-08-03,8,False,sports_betting,25,46,6.8,0,True,False,desktop
S0011684,P01589,2024-08-29,10,False,sports_betting,181,692,26.63,0,True,False,desktop
S0011685,P01589,2024-07-17,17,False,slots,7,14,3.79,1,False,False,desktop
S0011686,P01589,2024-07-17,12,False,slots,18,44,20.98,1,False,False,desktop
S0011687,P01589,2024-08-30,15,False,sports_betting,22,83,5.72,1,False,False,desktop
S0011688,P01589,2024-08-13,10,False,live_casino,13,24,16.52,0,False,False,desktop
S0011689,P01589,2024-06-19,17,False,slots,8,16,25.89,1,True,False,desktop
S0011690,P01589,2024-07-21,7,False,live_casino,34,95,4.66,0,False,False,desktop
S0011691,P01589,2024-06-09,13,False,slots,37,79,3.6,0,True,False,desktop
S0011692,P01591,2024-10-13,18,True,slots,42,83,6.86,0,False,False,mobile
S0011693,P01591,2024-10-03,6,False,slots,22,52,15.93,2,False,False,mobile
S0011694,P01591,2024-10-25,16,False,table_games,26,81,7.26,2,False,False,mobile
S0011695,P01591,2024-10-22,16,False,live_casino,53,127,1.99,1,False,False,mobile
S0011696,P01591,2024-10-14,8,False,sports_betting,28,77,6.76,0,True,False,mobile
S0011697,P01591,2024-10-17,13,False,slots,15,45,2.98,0,False,False,mobile
S0011698,P01591,2024-10-21,10,False,sports_betting,17,25,4.59,0,True,False,mobile
S0011699,P01591,2024-10-19,20,True,sports_betting,17,49,13.09,0,False,False,mobile
S0011700,P01591,2024-10-25,21,True,sports_betting,148,346,0.48,0,False,False,mobile
S0011701,P01593,2024-10-08,17,False,live_casino,22,54,14.39,0,False,False,mobile
S0011702,P01593,2024-09-13,13,False,slots,25,39,11.06,0,True,False,mobile
S0011703,P01593,2024-09-03,22,True,live_casino,38,143,10.55,0,True,False,mobile
S0011704,P01593,2024-11-12,14,False,slots,116,462,2.28,0,False,False,mobile
S0011705,P01593,2024-10-16,18,True,table_games,51,149,54.69,1,False,False,mobile
